gene_id,highly_variable
EPHB1,False
PPP2R3A,False
AC072039.2,False
MSL2,False
PCCB,True
STAG1,False
AC117382.2,False
SLC35G2,False
AC096992.2,False
NCK1-DT,False
NCK1,True
IL20RB,False
DZIP1L,False
DBR1,False
ARMC8,False
MRAS,False
ESYT3,False
CEP70,False
FAIM,False
PIK3CB,False
MRPS22,True
AC024933.1,False
COPB2,True
AC097103.2,False
RBP1,True
NMNAT3,False
CLSTN2,False
SLC25A36,False
SPSB4,False
PXYLP1,False
ZBTB38,False
RASA2,False
RNF7,False
ATP1B3,False
TFDP2,False
GK5,False
XRN1,False
ATR,False
PLS1,False
TRPC1,False
PCOLCE2,False
AC021074.3,True
PAQR9,False
PAQR9-AS1,False
U2SURP,True
AC026304.1,False
CHST2,False
SLC9A9,False
C3orf58,False
LNCSRLR,False
PLOD2,False
PLSCR4,False
PLSCR2,False
PLSCR1,True
ZIC1,False
AGTR1,True
GYG1,True
HLTF,False
HPS3,False
CP,False
TM4SF18,False
TM4SF1,True
TM4SF1-AS1,False
TM4SF4,False
WWTR1,False
COMMD2,False
RNF13,False
PFN2,False
AC117395.1,False
LINC01214,False
TSC22D2,False
SERP1,False
EIF2A,False
SELENOT,False
ERICH6,False
ERICH6-AS1,False
SIAH2,True
SIAH2-AS1,False
CLRN1-AS1,False
MED12L,False
GPR171,False
P2RY14,False
P2RY13,False
P2RY12,False
IGSF10,False
AADAC,True
SUCNR1,False
MBNL1,False
MBNL1-AS1,False
P2RY1,False
RAP2B,False
ARHGEF26,False
DHX36,True
MME,False
DWORF,False
PLCH1,False
C3orf33,False
AC104472.3,False
SLC33A1,False
GMPS,False
KCNAB1,False
AC084036.1,False
SSR3,False
TIPARP-AS1,False
TIPARP,False
LINC00886,False
LEKR1,False
LINC00880,False
LINC02029,False
CCNL1,False
AC104411.1,False
VEPH1,False
PTX3,False
SHOX2,False
RSRC1,False
AC106707.1,False
MLF1,False
GFM1,False
LXN,False
AC080013.6,False
RARRES1,False
MFSD1,True
AC080013.1,False
AC080013.5,False
IQCJ-SCHIP1,False
SCHIP1,False
IL12A,False
C3orf80,False
IFT80,False
SMC4,False
TRIM59,False
KPNA4,True
ARL14,False
AC069224.1,False
PPM1L,False
B3GALNT1,False
NMD3,False
SPTSSB,False
LINC02067,False
SLITRK3,False
LINC01322,False
BCHE,True
SERPINI2,False
WDR49,False
PDCD10,False
SERPINI1,False
GOLIM4,False
MECOM,False
TERC,False
ACTRT3,False
AC078802.1,False
MYNN,False
AC078795.1,False
LRRC34,False
AC078795.3,False
AC078795.2,False
LRRC31,False
SEC62,False
GPR160,False
PHC3,False
AC008040.5,False
PRKCI,False
SKIL,False
CLDN11,False
SLC7A14,False
RPL22L1,False
EIF5A2,False
SLC2A2,False
TNIK,False
AC092919.1,False
PLD1,False
FNDC3B,False
TNFSF10,False
LINC02068,False
NCEH1,False
ECT2,False
NLGN1,False
NAALADL2,False
LINC01209,False
TBL1XR1,False
LINC00501,False
LINC00578,False
AC026355.1,False
LINC02015,False
ZMAT3,False
PIK3CA,False
KCNMB3,False
ZNF639,False
AC007823.1,False
MFN1,False
GNB4,False
AC007620.2,False
AC007620.3,False
ACTL6A,False
MRPL47,False
NDUFB5,False
USP13,False
AC007687.1,False
TTC14,False
CCDC39-1,False
AC108734.4,False
FXR1,True
DNAJC19,False
SOX2,False
AC069431.1,False
ATP11B,False
AC092953.2,False
DCUN1D1,False
MCCC1,False
MCF2L2,False
B3GNT5,False
KLHL6,False
KLHL6-AS1,False
KLHL24,True
YEATS2,False
YEATS2-AS1,False
PARL,True
ABCC5,False
AC131235.4,False
AC131235.3,False
EIF2B5,False
DVL3,False
AP2M1,False
ABCF3,False
ALG3,False
EEF1AKMT4,True
CAMK2N2,False
PSMD2,False
EIF4G1,False
FAM131A,False
CLCN2,False
POLR2H,False
THPO,False
CHRD,True
LINC01840,False
MAGEF1,False
AC107294.2,False
VPS8,False
C3orf70,False
EHHADH,False
MAP3K13,True
TMEM41A,False
LIPH,False
SENP2,False
IGF2BP2,False
TRA2B,False
ETV5,False
DGKG,False
CRYGS,False
TBCCD1,False
DNAJB11,False
AC068631.1,False
AHSG,False
FETUB,True
HRG,False
KNG1,False
AC112907.3,False
EIF4A2,False
RFC4,False
LINC02043,False
ST6GAL1,False
RPL39L,False
MASP1,False
AC007920.2,False
RTP4,False
SST,False
BCL6,False
LINC01991,False
AC092941.2,False
LPP-AS2,False
LPP,True
TPRG1-AS1,False
TPRG1,False
TP63,False
P3H2,False
P3H2-AS1,False
CLDN1,False
CLDN16,False
IL1RAP,False
GMNC,False
OSTN,False
OSTN-AS1,False
UTS2B,False
CCDC50,False
FGF12,False
MB21D2,False
HRASLS,False
ATP13A5,False
ATP13A4,False
OPA1,False
AC080129.2,False
HES1,True
LINC02037,False
LINC00887,False
CPN2,False
GP5,False
ATP13A3,False
LINC00884,False
TMEM44-AS1,False
TMEM44,False
AC046143.1,False
AC046143.2,False
LSG1,False
FAM43A,False
XXYLT1,False
XXYLT1-AS2,False
ACAP2,False
PPP1R2,False
AC069213.1,False
APOD,False
AC233280.1,False
MUC20-OT1,False
MUC20,False
TNK2,True
AC124944.1,False
TFRC,False
LINC00885,False
ZDHHC19,False
SLC51A,False
PCYT1A,True
TCTEX1D2,False
TM4SF19-AS1,False
TM4SF19,False
UBXN7,False
RNF168,False
WDR53,False
FBXO45,False
NRROS,False
PIGX,False
CEP19,False
PAK2,False
SENP5,False
NCBP2,False
NCBP2-AS2,False
PIGZ,False
MELTF,False
MELTF-AS1,False
DLG1,False
DLG1-AS1,False
LINC02012,False
BDH1,False
AC024560.3,False
AC024560.1,False
RUBCN,False
FYTTD1,True
AC055764.2,False
LRCH3,True
IQCG,False
RPL35A,False
LMLN,False
LMLN-AS1,False
ZNF595,False
ZNF718,False
ZNF141,False
AC092574.1,False
ZNF721,False
PIGG,False
PDE6B,False
AC107464.3,False
ATP5ME,False
MYL5,False
SLC49A3,False
PCGF3,False
AC139887.4,False
AC139887.2,False
CPLX1,False
GAK,False
TMEM175,False
DGKQ,False
SLC26A1,False
IDUA,False
FGFRL1,False
RNF212,False
SPON2,False
CTBP1-AS,False
CTBP1,False
CTBP1-DT,False
MAEA,False
UVSSA,True
AC147067.2,False
AC147067.1,False
FAM53A,False
SLBP,True
AC016773.1,False
TMEM129,False
TACC3,False
FGFR3,False
LETM1,True
NSD2,False
NELFA,False
C4orf48,False
POLN,False
HAUS3,False
MXD4,False
ZFYVE28,False
RNF4,False
FAM193A,False
TNIP2,True
SH3BP2,False
ADD1,False
MFSD10,True
NOP14-AS1,False
NOP14,False
GRK4,False
HTT,False
MSANTD1,False
RGS12,False
HGFAC,False
DOK7,False
LRPAP1,True
ADRA2C,False
TMEM128,False
LYAR,True
ZBTB49,False
NSG1,False
STX18,False
STX18-AS1,False
MSX1,False
CYTL1,False
STK32B,False
EVC2,False
EVC,False
C4orf50,False
JAKMIP1,False
WFS1,False
MAN2B2,False
MRFAP1,False
LINC02482,True
AC093323.1,False
LINC002481,False
S100P,False
MRFAP1L1,False
BLOC1S4,False
KIAA0232,True
TBC1D14,False
AC097382.2,False
CCDC96,False
TADA2B,False
GRPEL1,True
LINC02447,False
SORCS2,False
AFAP1,False
ABLIM2,False
SH3TC1,False
HTRA3,False
AC104825.1,False
ACOX3,False
TRMT44,False
AC105345.1,False
SLC2A9,False
WDR1,False
ZNF518B,False
CLNK,False
HS3ST1,False
AC007370.2,False
AC007370.1,False
RAB28,True
BOD1L1,True
LINC00504,False
CPEB2-DT,False
CPEB2,False
AC098829.1,False
CC2D2A,True
AC116651.1,False
FBXL5,False
FAM200B,True
BST1,False
CD38,False
FGFBP2,False
PROM1,False
TAPT1,False
TAPT1-AS1,False
LDB2,True
QDPR,False
LAP3,False
AC006160.1,False
MED28,True
FAM184B,False
DCAF16,False
NCAPG,False
LCORL,False
SLIT2,False
PACRGL,False
KCNIP4,False
ADGRA3,False
PPARGC1A,True
DHX15,True
SOD3,False
CCDC149,False
LGI2,False
SEPSECS,True
SEPSECS-AS1,False
PI4K2B,True
ZCCHC4,False
ANAPC4,False
SLC34A2,False
SEL1L3,False
SMIM20,False
RBPJ,False
TBC1D19,False
STIM2,False
AC106047.1,False
PCDH7,False
LINC02506,False
AC016687.3,False
LINC02484,True
ARAP2,False
DTHD1,False
C4orf19,False
RELL1,False
PGM2,True
TBC1D1,False
PTTG2,False
KLF3,True
TLR10,False
TLR1,False
TLR6,False
FAM114A1,True
TMEM156,False
KLHL5,False
AC079921.2,False
WDR19,False
RFC1,True
KLB,False
RPL9,False
LIAS,False
UGDH,True
UGDH-AS1,False
SMIM14,False
AC108471.2,False
UBE2K,False
PDS5A,False
N4BP2,False
RHOH,False
RBM47,True
NSUN7,False
APBB2,False
UCHL1,False
LIMCH1,False
TMEM33,True
DCAF4L1,False
SLC30A9,False
SHISA3,False
ATP8A1,False
AC096734.2,False
GUF1,False
GNPDA2,False
AC096586.1,False
GABRB1,False
COMMD8,False
ATP10D,False
CORIN,False
AC107068.1,False
NFXL1,False
NIPAL1,False
CNGA1,False
TXK,False
TEC,False
SLAIN2,False
FRYL,False
OCIAD1,False
OCIAD2,False
CWH43,False
DCUN1D4,True
AC027271.1,False
LRRC66,False
SGCB,False
SPATA18,False
USP46,False
USP46-AS1,False
RASL11B,False
SCFD2,False
FIP1L1,True
LNX1,False
AC110792.3,False
CHIC2,False
PDGFRA,False
KIT,False
KDR,False
SRD5A3,False
TMEM165,False
CLOCK,True
AC024243.1,False
EXOC1,False
CEP135,False
AASDH,False
AC068620.1,False
PPAT,True
AC068620.2,False
PAICS,False
SRP72,False
ARL9,False
HOPX,False
REST,False
AC069307.1,False
NOA1,True
POLR2B,True
IGFBP7,True
AC107396.1,False
AC020741.1,False
AC104806.2,False
CENPC,False
STAP1,False
UBA6,False
UBA6-AS1,False
YTHDC1,False
UGT2B17,False
UGT2B15,False
UGT2B10,False
UGT2A3,True
UGT2B7,False
AC111000.4,False
UGT2B11,False
UGT2B28,False
UGT2B4,False
UGT2A1,False
SULT1B1,True
AC108941.2,False
SULT1E1,False
CSN1S1,False
STATH,False
OPRPN,True
ENAM,False
JCHAIN,True
UTP3,False
AC009570.1,False
RUFY3,False
GRSF1,False
MOB1B,False
DCK,True
SLC4A4,False
GC,True
NPFFR2,False
COX18,False
ANKRD17,False
AC053527.1,False
ALB,False
AFP,True
AFM,False
LINC02499,False
RASSF6,False
CXCL8,False
CXCL6,False
PF4V1,False
CXCL1,False
PF4,False
PPBP,True
CXCL5,False
CXCL3,False
CXCL2,True
MTHFD2L,False
AC093677.2,False
EREG,False
AREG,True
BTC,False
PARM1,False
RCHY1,False
THAP6,False
ODAPH,False
CDKL2,False
G3BP2,False
USO1,False
AC110615.1,False
NAAA,False
SDAD1,True
CXCL9,False
CXCL10,False
NUP54,False
SCARB2,False
FAM47E,False
STBD1,False
CCDC158,False
SHROOM3,False
SOWAHB,False
SEPT11,False
CCNI,False
CCNG2,True
CXCL13,False
CNOT6L,True
MRPL1,True
FRAS1,False
ANXA3,False
LINC01094,False
AC098818.2,False
BMP2K,False
PAQR3,True
LINC01088,False
LINC00989,False
ANTXR2,False
PRDM8,False
BMP3,False
PRKG2,False
RASGEF1B,False
AC124016.2,False
HNRNPD,False
AC124016.1,False
HNRNPDL,False
ENOPH1,True
TMEM150C,False
SCD5,False
SEC31A,False
THAP9-AS1,True
THAP9,False
LIN54,False
COPS4,False
PLAC8,False
COQ2,False
HPSE,False
HELQ,False
MRPS18C,False
ABRAXAS1,False
GPAT3,False
CDS1,False
WDFY3,True
ARHGAP24,False
MAPK10,False
PTPN13,False
AC093827.5,False
AC093827.4,False
AFF1,False
KLHL8,False
HSD17B13,True
HSD17B11,False
NUDT9,True
SPARCL1,True
SPP1,False
PKD2,False
ABCG2,False
PPM1K,False
HERC6,True
HERC5,False
PYURF,False
AC083829.2,False
HERC3,False
NAP1L5,False
FAM13A-AS1,False
FAM13A,False
TIGD2,True
AC104785.1,False
GPRIN3,False
SNCA,True
MMRN1,False
CCSER1,False
SMARCAD1,True
HPGDS,False
PDLIM5,False
BMPR1B,False
UNC5C,False
AC106881.1,False
LINC02267,False
STPG2,False
RAP1GDS1,True
TSPAN5,False
AC114811.2,False
EIF4E,False
METAP1,True
AC019131.2,False
ADH5,False
AP002026.1,False
ADH4,False
ADH6,False
ADH1A,True
ADH1B,False
ADH1C,False
ADH7,False
TRMT10A,True
MTTP,False
DAPP1,False
LAMTOR3,True
DNAJB14,True
H2AFZ,True
EMCN,False
PPP3CA,False
AP001816.1,False
BANK1,False
SLC39A8,False
AC098487.1,False
AF213884.3,False
NFKB1,False
MANBA,False
UBE2D3,False
AC018797.2,False
CISD2,False
SLC9B1,False
SLC9B2,False
BDH2,False
CENPE,False
LINC02428,False
LINC02503,False
CXXC4,False
AC096577.1,False
AC004069.1,False
TET2,False
PPA2,False
ARHGEF38,False
INTS12,False
GSTCD,False
NPNT,False
AC109361.1,False
TBCK,False
AIMP1,False
DKK2,False
PAPSS1,False
SGMS2,True
AC096564.1,False
CYP2U1,False
AC096564.2,False
HADH,False
LEF1,False
RPL34-AS1,False
RPL34,False
OSTC,True
ETNPPL,False
COL25A1,False
SEC24B-AS1,False
SEC24B,True
MCUB,False
CASP6,True
AC004067.1,False
PLA2G12A,False
CFI,False
AC126283.1,False
GAR1,False
RRH,False
LRIT3,False
ELOVL6,False
ENPEP,True
FAM241A,False
AC109347.1,False
AP1AR,True
AC109347.2,False
TIFA,False
ALPK1,False
ZGRF1,False
LARP7,True
ANK2,False
CAMK2D,False
ARSJ,False
UGT8,False
MTRNR2L13,False
TRAM1L1,False
NDST3,False
SNHG8,False
PRSS12,False
AC110079.2,False
METTL14,False
SEC24D,False
SYNPO2,False
USP53,False
C4orf3,False
PDE5A,False
MAD2L1,False
AC108866.1,False
PRDM5,False
NDNF,False
TNIP3,False
ANXA5,False
EXOSC9,False
CCNA2,False
BBS7,False
KIAA1109,False
IL2,False
BBS12,False
FGF2,False
AC021205.3,False
NUDT6,False
SPATA5,False
SPRY1,False
LINC01091,False
LINC02516,False
ANKRD50,False
FAT4,False
INTU,False
HSPA4L,False
PLK4,False
MFSD8,False
ABHD18,False
LARP1B,True
PGRMC2,True
AC108062.1,False
AC110609.1,False
JADRR,False
JADE1,True
SCLT1,False
C4orf33,False
AC096711.2,False
PABPC4L,False
PCDH18,False
AC116563.1,False
SLC7A11,False
NOCT,False
ELF2,False
MGARP,False
NDUFC1,False
NAA15,False
AC097376.2,True
RAB33B,False
SETD7,False
AC112236.2,False
MGST2,False
MAML3,False
SCOC,False
SCOC-AS1,False
CLGN,False
ELMOD2,False
TBC1D9,False
AC096733.2,False
RNF150,False
ZNF330,True
LINC02432,False
AC097504.2,False
IL15,False
INPP4B,False
AC104596.1,False
USP38,False
GAB1,False
SMARCA5,False
SMARCA5-AS1,False
GYPB,False
GYPA,True
HHIP-AS1,False
HHIP,False
ANAPC10,False
ABCE1,False
OTUD4,False
LINC02266,False
SMAD1,False
MMAA,False
ZNF827,False
LSM6,True
REELD1,False
SLC10A7,False
EDNRA,False
TMEM184C,False
PRMT9,False
ARHGAP10,False
NR3C2,True
AC108935.1,False
DCLK2,False
LRBA,False
MAB21L2,False
RPS3A,False
SH3D19,False
AC095055.1,False
FAM160A1,False
AC092611.2,False
GATB,False
AC092611.1,False
LINC02273,False
AC080078.2,False
FBXW7,False
TMEM154,False
TIGD4,False
ARFIP1,False
FHDC1,False
TRIM2,False
MND1,False
TMEM131L,False
TLR2,False
RNF175,False
PLRG1,False
FGB,False
FGA,False
FGG,True
LRAT,False
RBM46,False
MAP9,False
GUCY1A1,False
GUCY1B1,False
TDO2,False
CTSO,True
PDGFC,False
GLRB,False
FAM198B,False
FAM198B-AS1,False
TMEM144,False
RXFP1,False
C4orf46,False
ETFDH,False
PPID,True
FNIP2,True
RAPGEF2,False
NAF1,False
NPY1R,False
NPY5R,False
TMA16,False
MARCH1,False
AC093788.1,False
SMIM31,False
TRIM61,False
TRIM60,False
TMEM192,False
KLHL2,True
GK3P,False
MSMO1,False
CPE,False
TLL1,False
SPOCK3,False
ANXA10,False
DDX60,False
DDX60L,True
PALLD,False
CBR4,True
SH3RF1,True
NEK1,False
CLCN3,False
HPF1,False
LINC02275,False
MFAP3L,False
AADAT,False
LINC01612,False
LINC02512,False
GALNTL6,False
GALNT7,False
HMGB2,True
AC097534.2,False
SAP30,True
SCRG1,False
HAND2,False
HAND2-AS1,False
FBXO8,False
CEP44,False
HPGD,False
AC096751.2,False
GPM6A,False
WDR17,False
SPCS3,False
VEGFC,False
NEIL3,False
AGA,False
AC078881.1,False
LINC01099,False
TENM3,False
AC079766.1,False
DCTD,False
AC019193.2,False
WWC2-AS2,False
WWC2,False
CDKN2AIP,False
AC107214.1,False
ING2,False
AC107214.2,False
RWDD4,False
TRAPPC11,False
STOX2,False
ENPP6,False
LINC02363,False
LINC02362,False
IRF2,False
LINC02427,False
CASP3,False
PRIMPOL,False
CENPU,False
ACSL1,False
AC084871.2,False
MIR3945HG,False
LINC01093,False
SLC25A4,False
CFAP97,False
SNX25,False
LRP2BP,False
ANKRD37,False
UFSP2,False
C4orf47,False
CCDC110,False
AC106897.1,False
PDLIM3,False
SORBS2,False
TLR3,False
FAM149A,False
CYP4V2,True
KLKB1,True
F11,False
F11-AS1,False
FAT1,False
TRIML2,False
AF250324.1,False
FRG1-DT,False
FRG1,False
PLEKHG4B,False
CCDC127,False
SDHA,False
AC021087.1,False
PDCD6,False
AHRR,False
EXOC3-AS1,False
EXOC3,False
SLC9A3,False
CEP72,False
TPPP,False
AC026740.1,False
ZDHHC11B,False
ZDHHC11,False
BRD9,False
TRIP13,False
AC116351.1,False
AC116351.2,False
NKD2,False
SLC12A7,True
AC114291.1,False
SLC6A19,False
CLPTM1L,False
LPCAT1,False
MRPL36,True
NDUFS6,False
AC091891.2,False
AC106799.3,False
ICE1,False
LINC02145,False
MED10,True
UBE2QL1,False
LINC01018,False
NSUN2,True
SRD5A1,False
LINC02102,False
TENT4A,False
ADCY2,False
C5orf49,False
MTRR,False
FASTKD3,False
AC091965.4,False
MIR4458HG,False
SEMA5A,False
SNHG18,False
AC034229.1,False
FAM173B,False
CCT5,False
AC012640.4,False
AC012640.3,False
CMBL,False
AC012640.2,False
MARCH6,False
ROPN1L,False
LINC01513,False
ANKRD33B,False
DAP,False
AC012629.2,False
CTNND2,False
DNAH5,True
TRIO,False
OTULINL,False
AC010491.1,False
OTULIN,False
ANKH,False
AC016575.1,False
FBXL7,False
ZNF622,False
RETREG1,False
AC022113.1,False
MYO10,False
BASP1,False
AC026785.2,False
CDH18,False
AC093274.1,False
AC091946.2,False
CDH12,False
C5orf17,False
LINC02228,False
LINC02211,False
AC106754.1,False
PURPL,False
LINC02109,False
CDH6,False
DROSHA,False
C5orf22,False
PDZD2,False
AC025178.1,False
GOLPH3,True
AC025181.2,False
MTMR12,False
ZFR,True
SUB1,False
NPR3,False
LINC02160,False
TARS,False
ADAMTS12,False
SLC45A2,False
AMACR,False
C1QTNF3,False
AC025754.2,False
RAI14,False
AC026801.2,False
TTC23L,False
RAD1,False
BRIX1,False
DNAJC21,False
AGXT2,True
PRLR,False
SPEF2,False
IL7R,False
UGT3A1,False
UGT3A2,False
LMBRD2,False
SKP2,False
NADK2,True
RANBP3L,False
SLC1A3,False
AC026741.1,False
NIPBL,True
CPLANE1,False
NUP155,False
WDR70,True
GDNF-AS1,False
GDNF,False
EGFLAM,False
LIFR,False
LIFR-AS1,False
OSMR-AS1,False
OSMR,False
RICTOR,False
FYB1,True
C9,False
DAB2,False
LINC02104,False
TTC33,False
PTGER4,False
PRKAA1,False
RPL37,False
CARD6,False
C7,False
MROH2B,False
C6,False
PLCXD3,False
OXCT1,False
C5orf51,False
FBXO4,True
GHR,False
CCDC152,False
SELENOP,False
AC008875.1,False
AC025171.3,False
AC025171.5,False
ANXA2R,False
AC025171.2,False
AC025171.4,False
ZNF131,False
NIM1K,False
HMGCS1,False
CCL28,False
TMEM267,False
C5orf34,False
AC114956.1,False
PAIP1,False
NNT-AS1,False
NNT,False
MRPS30-DT,False
MRPS30,False
AC093297.2,False
EMB,False
PARP8,False
ITGA1,False
PELO,False
ITGA2,False
AC008966.2,False
MOCS2,True
AC008966.1,False
FST,True
NDUFS4,False
AC025175.1,False
ARL15,False
SNX18,True
ESM1,False
GZMK,False
GZMA,False
CDC20B,False
GPX8,False
DHX29,False
MTREX,False
PLPP1,True
SLC38A9,True
DDX4,False
IL6ST,False
AC008914.1,False
AC016596.1,False
ANKRD55,False
MAP3K1,False
SETD9,True
MIER3,False
AC008937.3,False
GPBP1,False
PLK2,False
GAPT,False
LINC02108,False
RAB3C,False
PDE4D,False
PART1,False
DEPDC1B,False
ELOVL7,False
AC104113.1,False
ERCC8,False
NDUFAF2,False
SMIM15,False
ZSWIM6,False
C5orf64-AS1,False
KIF2A,False
DIMT1,True
IPO11,False
LRRC70,False
RNF180,False
RGS7BP,False
SREK1IP1,False
CWC27,False
AC092354.2,False
AC092354.1,False
ADAMTS6,False
CENPK,False
PPWD1,False
TRIM23,False
TRAPPC13,False
SHLD3,False
SGTB,False
NLN,True
AC010359.1,False
ERBIN,False
SREK1,True
MAST4,False
MAST4-AS1,False
CD180,False
AC112206.2,False
LINC02242,False
AC106798.1,False
PIK3R1,False
AC010280.2,False
AC010280.1,False
AC093523.1,False
LINC02198,False
AC010273.2,True
SLC30A5,False
CCNB1,False
CENPH,False
MRPS36,False
CDK7,False
CCDC125,False
AK6,False
TAF9,False
RAD17,True
MARVELD2,False
OCLN,False
GTF2H2C,False
SERF1B,False
SMN2,False
AC146944.4,False
SERF1A,False
SMN1,False
NAIP,False
GTF2H2,False
LINC02197,False
BDP1,True
MCCC2,False
MAP1B,False
MRPS27,False
PTCD2,False
ZNF366,False
TNPO1,False
AC008972.1,False
AC008972.2,False
FCHO2,False
TMEM171,False
FOXD1,False
AC099522.2,False
BTF3,False
ANKRA2,False
UTP15,False
ARHGEF28,False
ENC1,False
HEXB,False
GFM2,True
NSA2,False
FAM169A,False
AC010501.1,False
GCNT4,False
ANKRD31,False
HMGCR,False
COL4A3BP,True
AC008897.3,False
POLK,True
AC010245.1,False
AC010245.2,False
ANKDD1B,False
POC5,False
SV2C,False
IQGAP2,False
F2RL2,False
F2R,True
F2RL1,False
S100Z,False
CRHBP,False
AGGF1,False
AC008581.2,False
ZBED3,False
ZBED3-AS1,True
PDE8B,False
WDR41,True
TBCA,False
AP3B1,False
SCAMP1-AS1,False
SCAMP1,False
LHFPL2,False
ARSB,False
DMGDH,False
BHMT2,False
BHMT,False
JMY,False
HOMER1,False
TENT2,False
CMYA5,False
MTX3,False
THBS4,False
AC012636.1,False
SERINC5,True
ZFYVE16,False
AC008771.1,False
FAM151B,False
LINC01337,False
DHFR,True
AC008434.1,False
MSH3,False
RASGRF2,False
CKMT2-AS1,False
CKMT2,False
ZCCHC9,True
ACOT12,False
SSBP2,False
AC026726.1,False
ATG10,False
RPS23,False
ATP6AP1L,False
AC027338.1,False
AC104118.1,False
TMEM167A,False
XRCC4,False
VCAN,False
COX7C,False
LINC01949,False
RASA1,False
CCNH,False
TMEM161B,False
TMEM161B-AS1,False
MEF2C,True
MEF2C-AS1,False
CETN3,False
MBLAC2,False
POLR3G,False
LYSMD3,False
ADGRV1,False
LUCAT1,False
ARRDC3,False
ARRDC3-AS1,False
NR2F1-AS1,False
NR2F1,False
FAM172A,False
POU5F2,False
KIAA0825,False
SLF1,False
MCTP1,False
TTC37,False
ARSK,False
GPR150,False
RFESD,False
SPATA9,False
RHOBTB3,True
GLRX,False
AC008592.4,False
AC008592.5,False
LINC01554,True
ELL2,False
AC104123.1,False
MIR583HG,False
AC099509.1,False
CAST,False
ERAP1,False
AC008906.1,False
AC008906.2,False
AC009126.1,False
ERAP2,True
LNPEP,True
RIOK2,False
RGMB,False
RGMB-AS1,False
AC008522.1,False
CHD1,True
LINC02062,False
AC021086.1,False
FAM174A,False
ST8SIA4,False
SLCO4C1,False
PAM,False
GIN1,False
PPIP5K2,True
C5orf30,False
NUDT12,False
EFNA5,False
FBXL17,False
LINC01023,True
FER,False
AC008467.1,False
PJA2,False
AC012603.1,False
MAN2A1,False
TMEM232,False
SLC25A46,True
TSLP,True
WDR36,False
CAMK4,False
STARD4,False
STARD4-AS1,False
NREP,False
EPB41L4A,False
EPB41L4A-AS1,False
EPB41L4A-DT,False
APC,False
SRP19,False
REEP5,False
DCP2,False
MCC,True
AC079465.1,False
YTHDC2,False
KCNN2,True
TRIM36,False
PGGT1B,False
AC008494.3,False
CCDC112,False
FEM1C,False
TMED7-TICAM2,False
AC010226.1,True
TMED7,False
AC008549.2,False
AC008549.1,True
CDO1,False
ATG12,False
AP3S1,False
LVRN,False
AC034236.2,False
COMMD10,False
SEMA6A,False
SEMA6A-AS1,False
LINC00992,False
AC093206.1,False
DTWD2,False
AC008629.1,False
DMXL1,False
TNFAIP8,False
HSD17B4,False
FAM170A,False
SRFBP1,False
LOX,False
AC010255.3,False
SNCAIP,False
AC022101.1,True
SNX2,False
SNX24,False
PPIC,True
PRDM6,False
CEP120,False
CSNK1G3,True
ZNF608,False
GRAMD2B,False
AC093535.1,False
ALDH7A1,False
PHAX,False
TEX43,False
LMNB1,False
MARCH3,False
C5orf63,False
AC011416.3,False
MEGF10,False
PRRC1,False
LINC01184,False
SLC12A2,False
FBN2,False
ISOC1,False
KIAA1024L,False
CHSY3,False
HINT1,False
LYRM7,False
CDC42SE2,False
RAPGEF6,False
FNIP1,False
ACSL6,False
P4HA2,False
PDLIM4,False
SLC22A4,False
SLC22A5,False
AC116366.3,False
AC116366.1,False
IRF1,False
RAD50,False
KIF3A,False
SEPT8,False
SOWAHA,False
AC004775.1,False
SHROOM1,False
GDF9,False
UQCRQ,False
LEAP2,False
AFF4,True
AC010240.3,False
ZCCHC10,False
HSPA4,True
C5orf15,True
VDAC1,False
AC008608.2,False
TCF7,False
SKP1,False
PPP2CA,False
AC104109.2,False
CDKL3,False
UBE2B,False
AC109454.2,False
CDKN2AIPNL,False
AC109454.3,False
LINC01843,False
JADE2,False
SAR1B,False
SEC24A,False
CAMLG,False
DDX46,False
C5orf24,False
TXNDC15,False
PCBD2,False
CATSPER3,False
C5orf66,False
H2AFY,False
AC026691.1,False
CXCL14,False
SLC25A48,False
LECT2,True
TGFBI,False
SMAD5-AS1,False
SMAD5,True
KLHL3,True
HNRNPA0,True
AC106791.1,False
MYOT,False
PKD2L2,False
FAM13B,False
NME5,False
BRD8,False
KIF20A,False
CDC23,False
CDC25C,False
FAM53C,False
KDM3B,False
REEP2,False
EGR1,True
ETF1,True
HSPA9,True
CTNNA1,True
AC034243.1,False
LRRTM2,False
SIL1,True
AC011405.1,False
MATR3-1,False
PAIP2,False
SLC23A1,False
MZB1,True
PROB1,False
SPATA24,False
DNAJC18,False
ECSCR,False
SMIM33,False
TMEM173,True
UBE2D2,False
CXXC5,False
PSD2,False
NRG2,False
MALINC1,False
PURA,True
IGIP,False
CYSTM1,True
PFDN1,True
HBEGF,False
AC008438.1,False
ANKHD1,False
ANKHD1-EIF4EBP3,False
SRA1,True
EIF4EBP3,True
APBB3,True
SLC35A4,False
CD14,False
NDUFA2,False
TMCO6,False
IK,True
WDR55,False
DND1,False
HARS,False
HARS2,False
ZMAT2,False
PCDHA10,False
PCDHA12,False
PCDHA13,False
PCDHAC1,False
PCDHB2,False
PCDHB4,False
PCDHB5,False
PCDHB7,False
PCDHB16,False
PCDHB9,False
PCDHB10,False
PCDHB11,False
PCDHB13,False
PCDHB14,False
PCDHB15,False
TAF7,False
SLC25A2,False
PCDHGA2,False
PCDHGA3,False
PCDHGA5,False
