gene_id,highly_variable
ZG16,True
KIF22,False
AC009133.4,False
MAZ,False
AC009133.1,False
PRRT2,False
PAGR1,False
MVP,True
CDIPT,False
SEZ6L2,False
ASPHD1,False
KCTD13,False
AC120114.1,False
TMEM219,True
TAOK2,True
HIRIP3,False
INO80E,False
DOC2A,False
FAM57B,False
ALDOA,True
AC093512.1,False
PPP4C,False
TBX6,False
YPEL3,False
AC012645.1,False
GDPD3,False
AC012645.2,False
AC012645.4,False
MAPK3,False
CORO1A,True
AC012645.3,False
BOLA2B,True
SLX1A,True
SULT1A3,False
NPIPB13,False
CD2BP2,True
AC106782.2,False
TBC1D10B,False
AC106782.6,False
MYLPF,False
ZNF48,False
SEPT1,False
ZNF771,False
DCTPP1,False
SEPHS2,False
ITGAL,False
AC116348.1,False
ZNF768,False
ZNF747,False
AC002310.1,False
ZNF764,False
ZNF688,False
AC002310.2,False
ZNF785,False
ZNF689,False
PRR14,False
FBRS,False
AC093249.6,False
SRCAP,False
AC106886.5,False
PHKG2,False
CCDC189,False
RNF40,False
ZNF629,False
BCL7C,False
MIR762HG,False
CTF1,False
FBXL19-AS1,False
FBXL19,False
ORAI3,False
AC135048.3,False
SETD1A,False
HSD3B7,False
STX1B,False
STX4,False
AC135050.3,False
AC135050.1,False
ZNF668,False
ZNF646,False
PRSS53,False
VKORC1,False
BCKDK,False
KAT8,False
PRSS8,False
PRSS36,False
FUS,False
AC009088.1,False
PYCARD,False
PYCARD-AS1,False
TRIM72,False
ITGAM,False
ITGAX,False
ITGAD,False
COX6A2,True
AC026471.5,False
ZNF843,False
AC026471.4,False
AC026471.1,False
ARMC5,False
TGFB1I1,False
SLC5A2,False
AC026471.3,False
C16orf58,False
AC026471.2,False
AHSP,True
ZNF720,False
ZNF267,True
AC145350.2,False
AC136944.1,False
AC136944.2,False
SHCBP1,False
AC092368.3,False
VPS35,False
ORC6,False
MYLK3,False
C16orf87,False
GPT2,False
DNAJA2,True
AC018845.3,False
NETO2,False
ITFG1,False
PHKB,False
ABCC11,False
LONP2,False
SIAH1,False
N4BP1,False
AC007611.1,False
AC023813.3,False
AC007614.1,False
ZNF423,False
CNEP1R1,False
HEATR3,False
TENT4B,False
ADCY7,False
BRD7,False
NKD1,False
AC007608.3,False
SNX20,False
NOD2,False
AC007728.2,False
CYLD,False
LINC02128,False
AC027688.1,False
AC027688.2,False
SALL1,True
AC009166.1,False
AC087564.1,False
AC007344.1,False
HNRNPA1P48,False
AC007333.2,False
TOX3,False
AC026462.3,False
AC007906.2,False
CHD9,False
RBL2,False
AKTIP,False
RPGRIP1L,False
FTO,True
IRX3,False
AC018553.1,False
CRNDE,False
MMP2,False
MMP2-AS1,False
LPCAT2,False
AC007336.1,False
SLC6A2,False
CES1,False
CES5A,False
AC007495.1,False
GNAO1,False
AMFR,False
AC092140.1,False
NUDT21,True
OGFOD1,False
AC092140.2,False
BBS2,False
MT3,False
MT2A,False
MT1E,False
MT1M,True
MT1A,True
MT1B,False
MT1F,False
MT1G,False
MT1H,False
AC026461.4,False
MT1X,False
NUP93,False
HERPUD1,True
CETP,True
NLRC5,False
CPNE2,True
FAM192A,True
RSPRY1,False
ARL2BP,False
PLLP,False
CCL22,False
CX3CL1,False
CCL17,False
CIAPIN1,False
COQ9,False
POLR2C,False
DOK4,False
CCDC102A,False
ADGRG5,False
ADGRG1,False
ADGRG3,False
DRC7,False
KATNB1,False
KIFC3,False
AC092118.2,False
AC092118.1,False
TEPP,False
ZNF319,False
USB1,False
MMP15,True
CFAP20,True
CSNK2A2,False
CCDC113,False
GINS3,False
AC009118.2,False
NDRG4,False
SETD6,False
CNOT1,False
AC009118.3,False
SLC38A7,False
GOT2,False
AC092378.1,False
AC092378.2,False
AC092337.1,False
CDH11,False
CDH5,False
LINC00920,False
BEAN1,False
TK2,False
AC010542.2,False
AC010542.4,False
CKLF,False
CMTM2,False
CMTM3,True
CMTM4,False
DYNC1LI2,False
AC018557.1,False
AC044802.1,False
TERB1,False
NAE1,False
PDP2,False
RRAD,False
FAM96B,False
CES2,False
CES3,False
CES4A,False
CBFB,False
C16orf70,False
B3GNT9,False
TRADD,False
FBXL8,False
HSF4,False
NOL3,True
KIAA0895L,False
EXOC3L1,False
E2F4,True
ELMO3,False
LRRC29,False
TMEM208,True
FHOD1,False
SLC9A5,False
PLEKHG4,False
KCTD19,False
LRRC36,False
TPPP3,False
ZDHHC1,False
HSD11B2,False
ATP6V0D1,True
AC009061.2,False
AGRP,False
AC027682.6,True
RIPOR1,False
AC027682.2,False
AC027682.4,False
AC027682.1,False
CTCF,False
CARMIL2,False
ACD,False
PARD6A,False
ENKD1,True
C16orf86,False
GFOD2,False
RANBP10,False
TSNAXIP1,False
CENPT,False
THAP11,False
NUTF2,False
EDC4,False
AC040162.3,False
NRN1L,False
PSKH1,False
CTRL,False
AC040162.1,False
PSMB10,False
LCAT,False
SLC12A4,False
DPEP3,False
DPEP2,False
DUS2,False
DDX28,False
NFATC3,True
AC020978.5,False
ESRP2,False
PLA2G15,False
SLC7A6,False
SLC7A6OS,False
PRMT7,False
SMPD3,False
ZFP90,False
AC126773.4,False
CDH3,False
CDH1,True
TANGO6,False
HAS3,False
CHTF8,True
UTP4,False
SNTB2,True
VPS4A,True
COG8,False
COG8-1,False
NIP7,False
TMED6,False
TERF2,False
CYB5B,True
NFAT5,False
NQO1,False
AC092115.3,False
NOB1,False
WWP2,False
CLEC18A,False
PDPR,False
CLEC18C,False
EXOSC6,True
AARS,False
DDX19B,False
DDX19A,False
ST3GAL2,False
AC012184.1,False
FUK,False
COG4,True
SF3B3,False
IL34,False
MTSS1L,False
VAC14,False
AC020763.1,False
HYDIN,False
CMTR2,False
CALB2,False
ZNF23,False
AC010547.1,False
ZNF19,False
AC010547.3,False
CHST4,False
TAT,False
TAT-AS1,True
AC009097.2,False
MARVELD3,False
PHLPP2,False
AP1G1,False
ATXN1L,False
IST1,False
ZNF821,False
PKD1L3,False
DHODH,False
TXNL4B,False
HP,False
HPR,True
DHX38,False
PMFBP1,False
LINC01572,False
AC004943.2,False
ZFHX3,False
AC116667.1,False
AC116667.2,False
AC140912.1,False
AC138627.1,False
AC009120.4,False
AC009120.5,False
PSMD7,False
AC009053.2,False
NPIPB15,False
CLEC18B,False
GLG1,False
RFWD3,False
MLKL,False
FA2H,False
WDR59,False
ZNRF1,False
AC099508.1,False
LDHD,False
AC099508.2,False
ZFP1,False
BCAR1,False
CFDP1,False
AC009163.7,False
TMEM170A,False
CHST6,False
TMEM231,False
GABARAPL2,False
AC025287.3,False
ADAT1,False
KARS,True
TERF2IP,False
MON1B,True
SYCE1L,True
NUDT7,False
AC092134.1,False
VAT1L,False
WWOX,False
AC092376.2,False
AC084064.1,False
MAF,True
AC009159.2,False
AC009159.3,False
AC009159.1,False
MAFTRR,False
LINC01228,False
AC105411.1,False
DYNLRB2,False
CDYL2,False
LINC02170,False
CMC2,False
CENPN,False
ATMIN,False
C16orf46,False
AC092718.3,False
AC092718.5,False
AC092718.6,False
AC092718.1,False
GCSH,False
BCO1,False
AC009148.1,False
GAN,False
CMIP,False
AC099524.1,False
PLCG2,True
SDR42E1,False
HSD17B2,True
AC092142.1,False
MPHOSPH6,False
CDH13,False
AC009119.1,False
HSBP1,False
MLYCD,False
AC009119.2,False
AC009119.3,False
OSGIN1,False
NECAB2,False
MBTPS1,True
AC040169.1,False
HSDL1,False
DNAAF1,False
TAF1C,False
ADAD2,False
WFDC1,False
ATP2C2,False
TLDC1,False
COTL1,True
KLHL36,False
USP10,False
CRISPLD2,False
ZDHHC7,False
KIAA0513,False
FAM92B,False
LINC02139,False
AC026469.1,False
GSE1,False
LINC00311,False
GINS2,False
C16orf74,False
EMC8,False
COX4I1,False
IRF8,False
LINC02132,False
AC135012.1,False
FENDRR,False
FOXF1,False
MTHFSD,False
FOXC2,False
C16orf95,False
AC010531.6,False
FBXO31,False
MAP1LC3B,False
AC010531.3,False
ZCCHC14,False
JPH3,False
AC010536.1,False
KLHDC4,True
SLC7A5,True
CA5A,True
BANP,False
AC134312.1,False
AC134312.6,False
ZNF469,False
ZFPM1,False
ZC3H18,False
CYBA,True
MVD,True
SNAI3-AS1,False
SNAI3,False
RNF166,False
CTU2,True
PIEZO1,False
AC138028.4,False
AC138028.2,False
AC138028.1,False
CDT1,False
APRT,False
GALNS,False
TRAPPC2L,False
PABPN1L,False
CBFA2T3,False
AC092384.2,False
AC092384.1,False
AC135782.1,False
ACSF3,False
CDH15,False
AC009113.1,False
ZNF778,False
ANKRD11,False
AC137932.3,False
SPG7,False
AC092123.1,False
RPL13,False
CPNE7,False
DPEP1,False
CHMP1A,False
SPATA33,False
CDK10,False
LINC02166,False
SPATA2L,False
VPS9D1,False
VPS9D1-AS1,False
ZNF276,False
FANCA,False
SPIRE2,False
TCF25,True
MC1R,False
DEF8,False
CENPBD1,False
DBNDD1,False
GAS8,False
PRDM7,False
FAM157C,False
AC133919.1,False
LINC02193,False
AC240565.2,False
AC240565.1,False
SCGB1C2,False
DOC2B,False
RPH3AL,False
AC129507.2,False
AC129507.3,False
AC141424.1,False
C17orf97,False
RFLNB,False
VPS53,False
FAM57A,False
GEMIN4,False
GLOD4,True
AC087392.3,False
MRM3,False
AC087392.5,False
NXN,False
AC087392.1,False
TIMM22,False
ABR,False
YWHAE,False
CRK,False
AC032044.1,False
MYO1C,False
INPP5K,True
PITPNA-AS1,False
PITPNA,False
SLC43A2,False
SCARF1,False
RILP,True
PRPF8,False
AC130343.2,False
TLCD2,False
MIR22HG,False
WDR81,False
AC130343.1,False
SERPINF2,False
SERPINF1,False
SMYD4,False
RPA1,False
RTN4RL1,False
AC099684.1,False
DPH1,False
AC090617.3,False
HIC1,False
SMG6,False
SRR,False
TSR1,False
SGSM2,False
AC006435.3,False
MNT,False
METTL16,False
PAFAH1B1,False
AC005696.2,False
CLUH,False
AC005696.1,False
AC005696.4,False
RAP1GAP2,False
OR1A1,False
OR3A2,False
OR3A3,False
SPATA22,False
ASPA,False
TRPV3,False
TRPV1,False
AC027796.3,False
SHPK,False
CTNS,False
AC027796.4,False
TAX1BP3,False
P2RX5-TAX1BP3,False
EMC6,False
P2RX5,False
ITGAE,False
NCBP3,False
CAMKK1,False
P2RX1,False
ATP2A3,False
ZZEF1,False
CYB5D2,False
ANKFY1,False
AC087742.1,False
UBE2G1,False
SPNS3,False
AC127521.1,False
AC118754.1,False
SPNS2,False
MYBBP1A,False
GGT6,False
PELP1,False
AC091153.3,False
ARRB2,False
MED11,False
CXCL16,False
ZMYND15,False
TM4SF5,True
VMO1,False
GLTPD2,False
PSMB6,False
AC233723.1,False
PLD2,False
MINK1,False
CHRNE,False
C17orf107,False
GP1BA,False
SLC25A11,False
RNF167,False
PFN1,False
ENO3,False
SPAG7,True
CAMTA2,False
AC004771.4,False
AC004771.2,False
AC004771.3,False
INCA1,False
KIF1C,False
SLC52A1,False
ZFP3,False
ZNF232,True
USP6,False
ZNF594,False
AC087500.1,False
SCIMP,False
RABEP1,False
NUP88,True
AC015727.1,False
RPAIN,False
AC004148.2,False
C1QBP,False
DHX33,False
DERL2,False
MIS12,False
NLRP1,False
WSCD1,False
AIPL1,False
PIMREG,False
PITPNM3,False
KIAA0753,False
TXNDC17,False
MED31,False
C17orf100,False
SLC13A5,False
XAF1,False
FBXO39,False
ALOX12-AS1,False
AC040977.1,False
ALOX12,False
RNASEK,True
RNASEK-C17orf49,False
C17orf49,False
MIR497HG,False
BCL6B,False
SLC16A13,False
SLC16A11,True
CLEC10A,False
ASGR2,False
ASGR1,False
DLG4,False
ACADVL,False
DVL2,False
PHF23,False
GABARAP,False
CTDNEP1,False
ELP5,False
CLDN7,False
SLC2A4,False
YBX2,False
EIF5A,True
GPS2,False
NEURL4,False
ACAP1,False
KCTD11,False
TNK1,False
PLSCR3,False
TMEM256,False
NLGN2,False
TMEM102,False
FGF11,False
CHRNB1,False
ZBTB4,False
POLR2A,False
TNFSF12,False
AC016876.3,False
TNFSF13,False
SENP3,False
SENP3-EIF4A1,False
EIF4A1,True
CD68,False
AC016876.1,True
MPDU1,False
SOX15,False
FXR2,True
SHBG,True
SAT2,False
ATP1B2,False
TP53,False
WRAP53,False
EFNB3,False
DNAH2,False
KDM6B,False
TMEM88,False
NAA38,False
CYB5D1,False
CHD3,False
RNF227,False
KCNAB3,False
TRAPPC1,False
CNTROB,False
GUCY2D,False
ALOX15B,False
PER1,True
VAMP2,False
TMEM107,False
AC129492.4,False
BORCS6,False
AURKB,False
LINC00324,False
CTC1,False
PFAS,False
AC135178.5,False
SLC25A35,False
RANGRF,False
ARHGEF15,False
KRBA2,False
RPL26,False
NDEL1,False
MYH10,False
CCDC42,False
PIK3R6,False
PIK3R5,False
AC002091.2,False
NTN1,False
AC005695.3,False
STX8,True
USP43,False
GLP2R,False
GAS7,False
MYH3,False
AC002347.1,False
SCO1,True
ADPRM,False
TMEM220,True
TMEM220-AS1,False
AC015908.4,False
TMEM238L,False
AC015908.2,False
ZNF18,False
MAP2K4,True
AC005358.2,False
ARHGAP44,False
ELAC2,True
HS3ST3A1,False
AC005304.2,False
AC005304.1,False
AC005304.3,False
COX10,True
AC005224.1,False
HS3ST3B1,False
AC005224.4,False
AC005224.3,False
AC022816.1,False
PMP22,False
TEKT3,False
CDRT4,False
TVP23C,False
AC005838.2,False
CDRT1,False
AC005324.3,False
TRIM16,False
ZNF286A,False
AC015922.4,False
LINC02087,False
ZSWIM7,True
TTC19,False
AC002553.2,False
NCOR1,False
AC002553.1,False
PIGL,False
CENPV,False
UBB,False
AC093484.3,False
TRPV2,False
LRRC75A,False
ZNF287,False
ZNF624,False
CCDC144A,False
AC098850.3,False
TNFRSF13B,False
AC104024.1,True
MPRIP,True
MPRIP-AS1,False
PLD6,True
FLCN,False
AC055811.3,False
COPS3,True
NT5M,False
MED9,False
RASD1,False
PEMT,True
AC020558.1,False
RAI1,False
SMCR5,False
SREBF1,True
TOM1L2,False
AC122129.1,False
DRC3,False
ATPAF2,False
GID4,False
DRG2,False
MYO15A,False
AC087164.1,False
ALKBH5,False
LLGL1,False
FLII,False
MIEF2,False
AC127537.1,False
TOP3A,False
SMCR8,False
SHMT1,False
EVPLL,False
LINC02076,False
ZNF286B,False
TRIM16L,False
TVP23B,False
AC107982.3,False
PRPSAP2,False
SLC5A10,False
FAM83G,False
GRAP,False
AC007952.7,False
AC007952.4,False
GRAPL,False
AC007952.5,False
EPN2,False
AC124066.1,False
B9D1,False
MAPK7,False
MFAP4,False
RNF112,False
SLC47A1,True
ALDH3A2,False
SLC47A2,False
ALDH3A1,False
ULK2,False
AC015726.1,False
AKAP10,False
SPECC1,False
CCDC144NL,False
CCDC144NL-AS1,False
USP22,False
AC087393.2,False
DHRS7B,False
TMEM11,False
AC087294.1,False
NATD1,True
MAP2K3,False
KCNJ12,False
C17orf51,False
MTRNR2L1,False
WSB1,True
AC026254.2,False
KSR1,False
LGALS9,False
NOS2,False
AC005697.2,False
LYRM9,False
NLK,False
TMEM97,True
IFT20,False
TNFAIP1,False
POLDIP2,True
TMEM199,False
AC002094.2,False
SARM1,False
VTN,False
SLC46A1,False
AC015917.2,True
AC005726.1,False
SLC13A2,False
UNC119,False
PIGS,False
ALDOC,False
SPAG5,False
AC005726.5,False
SGK494,False
KIAA0100,False
SDF2,False
SUPT6H,False
PROCA1,False
RAB34,True
RPL23A,False
AC010761.1,False
TLCD1,False
NEK8,False
TRAF4,False
FAM222B,False
ERAL1,False
FLOT2,False
DHRS13,False
PHF12,False
PIPOX,False
SEZ6,False
MYO18A,False
TIAF1,False
NUFIP2,True
AC068025.2,False
TAOK1,False
ABHD15,False
TP53I13,False
GIT1,False
ANKRD13B,False
CORO6,False
SSH2,True
EFCAB5,False
NSRP1,False
AC104984.3,False
AC104984.6,False
SLC6A4,False
AC104984.1,False
BLMH,False
CPD,False
GOSR1,True
TBC1D29,False
CRLF3,False
AC127024.5,False
AC127024.6,False
ATAD5,False
AC130324.2,False
AC130324.1,False
TEFM,True
AC130324.3,False
ADAP2,False
AC138207.5,False
RNF135,False
AC138207.7,False
AC138207.2,False
NF1,False
OMG,False
EVI2B,True
EVI2A,False
RAB11FIP4,False
AC003101.2,False
AC003101.1,False
COPRS,False
UTP6,False
SUZ12,False
LRRC37B,False
AC116407.2,False
AC116407.1,False
RHOT1,False
C17orf75,False
ZNF207,True
AC005899.6,False
AC005899.7,False
AC005899.5,False
AC005899.8,False
PSMD11,True
CDK5R1,False
MYO1D,False
AC079336.4,False
AC084809.2,False
TMEM98,False
SPACA3,False
CCL2,False
CCL8,False
TMEM132E,False
CCT6B,False
ZNF830,False
LIG3,False
RFFL,False
AC004223.4,False
AC004223.2,False
RAD51D,False
NLE1,False
UNC45B,False
AC022916.1,False
SLFN5,False
AC022706.1,False
SLFN11,False
AC060766.4,False
SLFN12,False
SLFN13,False
SLFN12L,False
AC015911.6,False
LINC02001,False
PEX12,True
AP2B1,True
TAF15,True
RASL10B,False
MMP28,False
C17orf50,False
HEATR9,False
AC015849.1,False
CCL5,True
AC015849.5,False
CCL16,False
CCL14,False
AC244100.2,False
CCL15,False
AC244100.3,False
AC244100.4,False
CCL23,False
CCL18,False
AC243829.4,False
CCL3,True
CCL4,False
AC243829.2,False
AC243829.1,False
CCL3L1,False
CCL4L2,False
ZNHIT3,False
MYO19,False
PIGW,False
GGNBP2,False
DHRS11,False
MRM1,False
AC243830.2,False
AATF,False
ACACA,False
TADA2A,False
DUSP14,True
SYNRG,False
DDX52,False
HNF1B,False
TBC1D3L,False
TBC1D3D,False
MRPL45,False
SOCS7,False
ARHGAP23,False
SRCIN1,False
EPOP,False
AC006449.6,False
AC006449.2,False
MLLT6,False
AC006449.3,False
CISD3,False
PCGF2,False
PSMB3,False
PIP4K2B,False
CWC25,False
RPL23,False
LASP1,False
LINC00672,False
PLXDC1,False
CACNB1,False
RPL19,False
STAC2,False
FBXL20,False
AC005288.1,False
MED1,False
CDK12,False
AC009283.1,False
NEUROD2,False
STARD3,False
TCAP,False
PNMT,False
PGAP3,False
ERBB2,False
MIEN1,False
GRB7,False
IKZF3,True
GSDMB,False
ORMDL3,False
AC090844.2,False
GSDMA,False
PSMD3,False
MED24,True
THRA,False
NR1D1,False
MSL1,False
CASC3,False
RAPGEFL1,False
WIPF2,False
CDC6,False
RARA,True
RARA-AS1,False
TOP2A,False
IGFBP4,False
AC004585.1,False
CCR7,True
SMARCE1,False
AC073508.3,False
KRT222,True
KRT27,False
KRT10,False
TMEM99,True
KRT15,False
KRT19,False
EIF1,False
HAP1,False
JUP,False
P3H4,False
FKBP10,False
NT5C3B,False
KLHL10,False
KLHL11,False
ACLY,False
TTC25,False
CNP,False
DNAJC7,False
NKIRAS2,False
ZNF385C,False
C17orf113,False
DHX58,False
KAT2A,True
HSPB9,False
RAB5C,False
AC099811.3,False
HCRT,False
GHDC,True
STAT5B,False
STAT5A,False
STAT3,False
CAVIN1,True
ATP6V0A1,True
NAGLU,False
HSD17B1,False
AC067852.2,False
COASY,True
MLX,False
PSMC3IP,False
RETREG3,True
TUBG1,False
TUBG2,False
PLEKHH3,False
CCR10,False
AC100793.2,False
CNTNAP1,False
EZH1,False
AC100793.4,False
RAMP2-AS1,False
RAMP2,True
VPS25,False
WNK4,False
COA3,False
CNTD1,False
BECN1,False
PSME3,True
AOC2,False
AOC3,False
LINC00671,False
G6PC,False
AARSD1,False
PTGES3L,False
RUNDC1,False
RPL27,False
IFI35,True
VAT1,False
RND2,False
BRCA1,True
AC060780.1,False
NBR1,False
TMEM106A,False
LINC00854,False
LINC00910,False
ARL4D,True
DHX8,False
ETV4,False
SOST,False
DUSP3,True
MPP3,False
CD300LG,False
AC007993.3,False
PYY,False
NAGS,True
TMEM101,True
LSM12,False
G6PC3,False
HDAC5,False
C17orf53,False
ASB16-AS1,False
TMUB2,False
ATXN7L3,False
UBTF,True
AC003102.1,False
SLC4A1,False
RUNDC3A-AS1,False
RUNDC3A,False
SLC25A39,True
GRN,False
FAM171A2,False
ITGA2B,True
GPATCH8,True
FZD2,False
MEIOC,False
CCDC43,False
AC091152.2,False
DBF4B,False
ADAM11,False
GJC1,False
HIGD1B,False
EFTUD2,False
GFAP,False
KIF18B,False
C1QL1,False
DCAKD,False
NMT1,False
PLCD3,False
ACBD4,True
AC142472.1,False
HEXIM1,False
AC138150.1,False
HEXIM2,False
AC138150.2,False
AC008105.3,False
FMNL1,False
AC008105.1,False
MAP3K14-AS1,False
MAP3K14,False
AC003070.2,False
ARHGAP27,False
PLEKHM1,False
AC091132.1,False
AC091132.5,False
LINC02210-CRHR1,False
MAPT,False
CR936218.2,False
KANSL1,False
KANSL1-AS1,False
ARL17B,False
LRRC37A,False
LRRC37A2,False
ARL17A,False
FAM215B,False
NSF,False
WNT3,False
AC005670.1,False
GOSR2,False
AC005670.2,False
CDC27,False
MYL4,False
ITGB3,False
AC068234.3,False
AC068234.2,False
EFCAB13,False
NPEPPS,False
AC025682.1,False
KPNB1,False
TBKBP1,False
TBX21,False
OSBPL7,False
MRPL10,True
LRRC46,False
SCRN2,True
AC018521.7,False
SP2,False
SP2-AS1,False
PNPO,False
AC018521.2,False
PRR15L,False
CDK5RAP3,False
COPZ2,False
NFE2L1,False
AC004477.3,False
CBX1,False
SNX11,False
SKAP1,False
HOXB2,True
HOXB-AS1,False
HOXB3,False
HOXB-AS3,False
HOXB4,False
HOXB5,False
HOXB6,False
HOXB7,False
AC103702.2,False
TTLL6,False
CALCOCO2,True
ATP5MC1,False
UBE2Z,False
SNF8,False
IGF2BP1,False
GNGT2,False
ABI3,False
ZNF652,False
PHB,False
NGFR,False
NXPH3,False
SPOP,True
SLC35B1,False
FAM117A,True
KAT7,False
FLJ45513,False
DLX4,False
ITGA3,False
AC002401.4,False
PDK2,False
AC002401.3,False
SAMD14,False
PPP1R9B,False
SGCA,False
COL1A1,False
TMEM92,False
XYLT2,False
MRPL27,False
EME1,False
LRRC59,False
ACSF2,False
CHAD,False
AC021491.4,False
RSAD1,False
MYCBPAP,False
SPATA20,False
ABCC3,False
ANKRD40,False
AC005921.2,False
LUC7L3,False
TOB1,False
AC005920.4,False
AC005920.1,False
AC005920.3,False
SPAG9,False
NME1,False
NME2,False
MBTD1,False
UTP18,False
LINC02073,False
TOM1L1,True
COX11,False
AC007485.1,False
STXBP4,False
HLF,True
AC007638.2,False
AC007638.1,False
MMD,False
SMIM36,False
TMEM100,False
PCTP,False
ANKFN1,False
C17orf67,False
DGKE,False
TRIM25,True
AC015912.3,False
COIL,False
SCPEP1,False
AC007114.1,False
AKAP1,False
AC007114.2,False
MSI2,False
MRPS23,True
CUEDC1,False
VEZF1,False
AC015813.2,False
AC015813.1,False
SRSF1,False
AC015813.3,False
DYNLL2,True
OR4D1,False
AC005962.1,False
MKS1,False
LPO,False
MPO,False
TSPOAP1,False
TSPOAP1-AS1,False
AC004687.1,False
SUPT4H1,False
RNF43,False
HSF5,False
MTMR4,False
SEPT4-AS1,False
SEPT4,True
TEX14,False
RAD51C,True
PPM1E,False
TRIM37,False
AC099850.1,False
SKA2,False
PRR11,False
SMG8,False
GDPD1,False
YPEL2,False
DHX40,True
AC091271.1,False
CLTC,True
PTRH2,False
VMP1,False
TUBD1,True
RPS6KB1,False
RNFT1,True
RNFT1-DT,False
HEATR6,False
AC025048.4,False
CA4,False
USP32,False
C17orf64,False
APPBP2,True
AC011921.1,False
PPM1D,False
BCAS3,False
TBX2-AS1,False
TBX2,False
C17orf82,False
NACA2,False
BRIP1,False
INTS2,False
MED13,False
EFCAB3,False
METTL2A,False
TLK2,True
AC080038.2,False
MRC2,False
MARCH10,False
TANC2,False
CYB561,False
ACE,False
KCNH6,False
DCAF7,False
TACO1,True
MAP3K3,False
STRADA,False
LIMD2,True
CCDC47,True
DDX42,False
FTSJ3,False
PSMC5,False
SMARCD2,False
CD79B,False
SCN4A,False
PRR29-AS1,False
PRR29,False
ICAM2,True
ERN1,False
SNHG25,False
TEX2,False
PECAM1,True
MILR1,False
POLG2,False
DDX5,False
CEP95,False
SMURF2,False
LRRC37A3,False
AC103810.2,False
AC037487.1,False
GNA13,False
RGS9,False
AXIN2,False
CEP112,False
APOH,True
PRKCA,False
HELZ,False
AC007448.3,False
PSMD12,False
PITPNC1,False
NOL11,False
BPTF,False
C17orf58,False
KPNA2,False
AC145343.1,False
AC005332.7,False
AC005332.4,False
AC005332.6,False
AC005332.8,False
AC005332.3,False
AC005332.5,False
AC005332.1,False
AMZ2,True
ARSG,False
SLC16A6,False
WIPI1,False
PRKAR1A,True
FAM20A,False
LINC01482,False
ABCA8,False
ABCA9,False
ABCA6,False
ABCA10,False
ABCA5,False
MAP2K6,False
LINC01483,False
KCNJ16,False
KCNJ2-AS1,False
KCNJ2,False
AC007423.1,False
ROCR,False
SOX9,False
LINC00511,False
SLC39A11,False
SSTR2,False
COG1,False
AC097641.2,False
FAM104A,True
C17orf80,False
CDC42EP4,False
SDK2,False
RPL38,False
AC100786.1,False
TTYH2,False
KIF19,False
BTBD17,False
GPRC5C,False
CD300A,False
CD300LB,False
CD300C,False
CD300E,False
RAB37,False
CD300LF,False
SLC9A3R1,False
NAT9,False
TMEM104,False
GRIN2C,False
FDXR,False
FADS6,False
HID1,False
HID1-AS1,False
CDR2L,False
MRPL58,True
KCTD2,False
ATP5PD,False
SLC16A5,False
ARMC7,False
NT5C,False
JPT1,False
SUMO2,False
NUP85,False
GGA3,False
MRPS7,False
MIF4GD,False
AC022211.2,False
SLC25A19,False
GRB2,True
TMEM94,False
CASKIN2,False
TSEN54,False
LLGL2,True
MYO15B,False
RECQL5,False
SMIM5,False
SMIM6,False
SAP30BP,False
ITGB4,False
GALK1,True
H3F3B,False
UNK,False
UNC13D,False
WBP2,False
TRIM47,False
AC087289.5,False
TRIM65,False
MRPL38,False
FBF1,False
ACOX1,False
TEN1,False
CDK3,False
SRP68,False
GALR2,False
EXOC7,True
RNF157,False
UBALD2,False
QRICH2,False
PRPSAP1,True
SPHK1,False
UBE2O,False
RHBDF2,False
CYGB,False
PRCD,False
AC015802.4,False
AC015802.6,False
ST6GALNAC1,True
AC005837.1,False
MXRA7,False
JMJD6,True
METTL23,True
SRSF2,False
MFSD11,False
LINC02080,False
SEC14L1,True
SEPT9,True
AC111182.1,False
LINC01973,False
TNRC6C,False
TMC6,False
TMC8,False
SYNGR2,False
TK1,False
AFMID,False
BIRC5,False
LINC01993,False
AC087645.2,False
SOCS3,False
AC061992.1,False
PGS1,False
DNAH17,False
CYTH1,False
USP36,True
TIMP2,False
LGALS3BP,True
CANT1,True
C1QTNF1-AS1,False
C1QTNF1,False
ENGASE,False
RBFOX3,False
LINC02078,False
ENPP7,False
CBX2,False
CBX8,False
CBX4,True
LINC01979,False
LINC01978,False
TBC1D16,False
AC116025.1,False
CCDC40,False
GAA,False
EIF4A3,False
CARD14,False
AC087741.1,False
SGSH,False
SLC26A11,False
RNF213,True
AC124319.3,False
AC124319.2,False
ENDOV,False
AC120024.1,False
RPTOR,False
AC127496.1,False
CHMP6,False
AC127496.5,False
BAIAP2-DT,False
BAIAP2,False
AATK,False
CEP131,False
TEPSIN,False
NDUFAF8,True
SLC38A10,False
AC027601.4,False
LINC00482,False
TMEM105,False
AC027601.3,False
AC110285.6,False
AC110285.5,False
AC110285.2,False
BAHCC1,False
ACTG1,True
FAAP100,False
NPLOC4,False
TSPAN10,False
PDE6G,False
OXLD1,False
CCDC137,False
ARL16,False
HGS,True
AC139530.3,False
AC139530.1,False
MRPL12,False
SLC25A10,False
GCGR,True
MCRIP1,True
PPP1R27,False
P4HB,False
AC145207.3,False
ARHGDIA,True
AC145207.2,False
AC145207.5,False
ALYREF,False
ANAPC11,False
NPB,False
PCYT2,False
SIRT7,False
MAFG,False
