Explained_Variance_Ratio
0.0995802170082225
0.0925600878621333
0.08516238024145105
0.07876058704697504
0.07263410518655736
0.06715919408063271
0.06002442082629158
0.05711614801194643
0.04877345093964562
0.041351243945760834
0.03402845487587063
0.030868746042244596
0.02372710261901167
0.023080974361164717
0.019892653994453724
0.019578163860791697
0.018954363390720597
0.018190619520797906
0.0168203219427576
0.01675812726141976
0.014600948091001133
0.013440849831243055
0.012365841671749955
0.008435884267846864
0.00767517508727881
0.005304957587243094
0.003238497194428101
0.002480383626468873
0.0022551826385001903
0.0020215063050055162
0.001638739373186498
0.0015206713071983695
7.160909390596528e-32
4.345531723631017e-33
